location_id,latitude,longitude,city,region,created_at
61,-74.4508305,-50.683051,Chennai,Tamil Nadu,02-01-2025 16.51
62,-68.858816,-134.015155,Kolkata,West Bengal,29-08-2024 7.17
63,-71.4209075,105.994444,Pune,Maharashtra,16-02-2023 16.56
64,-55.5351785,174.201025,Ahmedabad,Gujarat,12-08-2024 16.03
65,57.586779,-91.348139,Mumbai,Maharashtra,21-09-2023 2.16
66,51.646352,145.662628,Delhi,Delhi,23-05-2024 15.58
67,-33.145854,109.532383,Bangalore,Karnataka,12-07-2025 0.22
68,-36.0039225,-12.648589,Hyderabad,Telangana,16-04-2024 3.45
69,84.4503125,20.478606,Chennai,Tamil Nadu,15-06-2024 21.48
70,48.935707,62.389777,Kolkata,West Bengal,09-02-2023 7.36
71,-23.4533425,-59.366535,Pune,Maharashtra,12-11-2022 19.18
72,0.7541535,-168.707317,Ahmedabad,Gujarat,04-02-2025 5.59
73,58.692176,-56.458094,Mumbai,Maharashtra,04-02-2025 10.53
74,-30.885845,-176.139446,Delhi,Delhi,23-11-2022 15.03
75,79.410411,-148.392388,Bangalore,Karnataka,26-07-2023 23.49
76,-71.907364,-163.135297,Hyderabad,Telangana,31-12-2023 15.31
77,-70.979375,96.035466,Chennai,Tamil Nadu,10-08-2023 1.42
78,-15.2468285,179.154708,Kolkata,West Bengal,28-08-2024 9.48
79,-32.4912445,109.499014,Pune,Maharashtra,26-02-2023 21.11
80,63.2882135,129.351272,Ahmedabad,Gujarat,08-08-2024 14.42
81,-24.7709255,73.925412,Mumbai,Maharashtra,28-04-2024 16.32
82,-38.8872265,-129.359222,Delhi,Delhi,02-01-2023 22.05
83,86.8943355,51.418842,Bangalore,Karnataka,06-02-2024 17.25
84,23.703521,40.708855,Hyderabad,Telangana,30-07-2024 20.11
85,-75.458534,170.821241,Chennai,Tamil Nadu,05-05-2025 3.34
86,-63.5811535,-147.458819,Kolkata,West Bengal,21-04-2024 19.03
87,1.080848,-121.336636,Pune,Maharashtra,26-08-2023 14.49
88,-38.570432,-77.882371,Ahmedabad,Gujarat,15-11-2024 10.25
89,30.4237835,-104.740202,Mumbai,Maharashtra,21-05-2024 17.08
90,-40.745305,-30.457213,Delhi,Delhi,24-07-2024 0.16
91,-22.9430925,-139.528046,Bangalore,Karnataka,23-06-2024 17.21
92,57.726826,-127.435652,Hyderabad,Telangana,22-10-2022 22.19
93,85.0588115,110.225936,Chennai,Tamil Nadu,28-08-2022 6.27
94,-64.964965,-53.094728,Kolkata,West Bengal,20-04-2023 16.46
95,19.0959435,80.726594,Pune,Maharashtra,22-08-2024 2.35
96,-32.622648,35.306864,Ahmedabad,Gujarat,04-11-2022 10.20
97,-45.8055595,23.459644,Mumbai,Maharashtra,08-08-2022 16.36
98,14.803042,-37.620193,Delhi,Delhi,12-07-2024 4.11
99,-13.428993,47.100413,Bangalore,Karnataka,22-07-2025 11.03
100,59.187923,175.339452,Hyderabad,Telangana,30-08-2024 8.40
101,-48.447043,-78.049359,Chennai,Tamil Nadu,09-11-2023 6.19
102,-31.5613615,-148.602022,Kolkata,West Bengal,21-01-2025 1.39
103,55.544417,-147.273655,Pune,Maharashtra,05-12-2023 12.17
104,-74.6548135,-153.08004,Ahmedabad,Gujarat,28-01-2025 19.58
105,37.9869425,89.96574,Mumbai,Maharashtra,07-11-2024 10.04
106,-47.739474,-149.463012,Delhi,Delhi,02-10-2024 5.28
107,-68.495243,-80.235982,Bangalore,Karnataka,19-11-2022 18.54
108,69.72852,-143.51379,Hyderabad,Telangana,19-06-2025 5.59
109,-26.862935,36.775349,Chennai,Tamil Nadu,07-02-2023 13.56
110,62.9210795,-47.814142,Kolkata,West Bengal,20-01-2025 15.55
111,69.590021,-158.663857,Pune,Maharashtra,24-03-2025 12.28
112,-67.992747,45.06966,Ahmedabad,Gujarat,22-05-2025 12.53
113,66.6783365,123.453894,Mumbai,Maharashtra,25-10-2024 11.00
114,-5.0751165,-40.002484,Delhi,Delhi,18-06-2023 15.35
115,89.7781975,-11.323821,Bangalore,Karnataka,11-08-2023 3.06
116,-18.699647,32.485908,Hyderabad,Telangana,24-02-2023 15.44
117,83.2752985,-18.940296,Chennai,Tamil Nadu,15-07-2024 14.49
118,-5.1268315,-141.053712,Kolkata,West Bengal,19-08-2022 19.33
119,33.020082,153.482333,Pune,Maharashtra,26-12-2024 22.10
120,-63.161487,-140.668452,Ahmedabad,Gujarat,17-11-2024 12.42
121,-32.7818255,91.594777,Mumbai,Maharashtra,21-09-2023 7.38
122,-54.4439615,7.372691,Delhi,Delhi,20-11-2022 4.58
123,-24.425402,18.388346,Bangalore,Karnataka,22-10-2023 1.21
124,-47.6551565,55.248548,Hyderabad,Telangana,26-11-2024 4.53
125,-8.793674,148.391997,Chennai,Tamil Nadu,17-05-2025 6.15
126,51.9864365,-175.800002,Kolkata,West Bengal,07-06-2025 19.59
127,58.874917,-19.272259,Pune,Maharashtra,31-05-2025 21.10
128,-62.1937105,-107.903007,Ahmedabad,Gujarat,20-09-2023 4.15
129,-59.0148535,-122.535499,Mumbai,Maharashtra,11-12-2024 17.55
130,-48.2722695,-33.784165,Delhi,Delhi,17-10-2023 0.53
131,72.3577705,-66.919067,Bangalore,Karnataka,19-01-2024 23.45
132,-35.3472635,160.503909,Hyderabad,Telangana,19-09-2023 10.17
133,45.669711,82.27854,Chennai,Tamil Nadu,30-08-2023 10.43
134,-76.3637755,-130.447639,Kolkata,West Bengal,16-04-2025 16.05
135,23.702755,-31.458434,Pune,Maharashtra,12-10-2022 19.55
136,-89.0482115,-0.923198,Ahmedabad,Gujarat,24-02-2023 13.33
137,81.023819,-39.363837,Mumbai,Maharashtra,13-04-2023 8.27
138,28.6043165,116.181171,Delhi,Delhi,30-05-2024 17.34
139,60.567291,-174.80862,Bangalore,Karnataka,26-01-2023 3.12
140,-69.801882,-99.977089,Hyderabad,Telangana,29-11-2024 21.19
141,-80.3287705,18.221323,Chennai,Tamil Nadu,26-01-2025 5.46
142,58.317326,-100.492754,Kolkata,West Bengal,02-06-2024 23.51
143,-55.789104,-157.543301,Pune,Maharashtra,27-11-2023 4.57
144,7.8853945,-158.581604,Ahmedabad,Gujarat,12-02-2024 4.20
145,-33.6080095,-46.034744,Mumbai,Maharashtra,06-06-2025 9.19
146,-62.406548,9.879769,Delhi,Delhi,22-12-2024 2.13
147,19.0860995,153.215109,Bangalore,Karnataka,02-04-2023 10.25
148,-26.4513075,-92.75753,Hyderabad,Telangana,07-05-2023 9.14
149,20.6744385,-166.692921,Chennai,Tamil Nadu,10-05-2023 23.18
150,-0.829644,41.036821,Kolkata,West Bengal,11-06-2025 0.11
151,-23.383114,-36.759775,Pune,Maharashtra,09-04-2023 15.34
152,-60.983302,25.375523,Ahmedabad,Gujarat,04-10-2022 12.00
153,36.34989,-60.581808,Mumbai,Maharashtra,11-06-2023 8.51
154,33.561709,7.721436,Delhi,Delhi,22-11-2023 10.35
155,-28.9053005,-60.31883,Bangalore,Karnataka,11-09-2022 2.31
156,87.1763095,-76.314234,Hyderabad,Telangana,15-04-2024 8.08
157,-1.8828535,-30.426123,Chennai,Tamil Nadu,21-11-2022 4.26
158,-15.0729545,8.520142,Kolkata,West Bengal,27-04-2025 20.25
159,46.7425445,34.575699,Pune,Maharashtra,25-06-2025 22.31
160,53.939314,-2.215269,Ahmedabad,Gujarat,17-09-2022 5.16
161,-59.038186,-39.761159,Mumbai,Maharashtra,09-05-2023 17.44
162,65.8508695,-37.478832,Delhi,Delhi,03-10-2022 18.34
163,-60.9009125,140.281753,Bangalore,Karnataka,10-06-2024 9.57
164,2.794676,-11.595773,Hyderabad,Telangana,13-06-2024 6.11
165,72.727949,94.568165,Chennai,Tamil Nadu,31-01-2023 23.50
166,13.40011,129.553349,Kolkata,West Bengal,27-05-2023 14.54
167,-21.6234475,-156.170163,Pune,Maharashtra,12-06-2024 17.39
168,-89.546002,99.13011,Ahmedabad,Gujarat,18-11-2024 19.11
169,-37.1087845,15.539914,Mumbai,Maharashtra,05-06-2024 8.11
170,-71.2165495,176.60989,Delhi,Delhi,31-12-2023 7.00
171,77.277006,-11.467824,Bangalore,Karnataka,31-05-2025 21.07
172,-56.546147,-18.76571,Hyderabad,Telangana,01-10-2024 3.08
173,-6.977031,178.035401,Chennai,Tamil Nadu,30-04-2024 18.14
174,-2.440944,36.037062,Kolkata,West Bengal,23-07-2025 10.03
175,-10.635662,117.647935,Pune,Maharashtra,19-02-2023 1.53
176,-38.503317,45.725407,Ahmedabad,Gujarat,03-06-2025 6.37
177,11.7760355,-86.569784,Mumbai,Maharashtra,18-03-2025 12.18
178,62.7680295,-18.428765,Delhi,Delhi,27-04-2024 3.49
179,57.085774,-179.782063,Bangalore,Karnataka,20-11-2023 9.31
180,-12.9821855,-67.159032,Hyderabad,Telangana,03-06-2024 3.38
181,65.688478,145.698948,Chennai,Tamil Nadu,18-05-2025 9.26
182,-3.4968805,69.638633,Kolkata,West Bengal,21-06-2024 15.13
183,28.6913665,-65.269933,Pune,Maharashtra,07-10-2024 10.11
184,37.019948,-88.897628,Ahmedabad,Gujarat,24-05-2025 19.59
185,-67.2378715,-27.643334,Mumbai,Maharashtra,14-10-2024 1.41
186,88.201907,159.807534,Delhi,Delhi,24-03-2025 7.58
187,-0.0235865,-129.863131,Bangalore,Karnataka,05-08-2023 4.47
188,-6.67241,-59.396961,Hyderabad,Telangana,10-06-2023 16.21
189,-50.4449715,-166.886719,Chennai,Tamil Nadu,16-10-2022 3.13
190,-24.275581,75.08688,Kolkata,West Bengal,11-03-2025 22.11
191,-70.450321,64.499692,Pune,Maharashtra,10-05-2024 3.43
192,79.0513575,129.060961,Ahmedabad,Gujarat,03-06-2023 9.19
193,13.073435,85.416722,Mumbai,Maharashtra,17-04-2024 4.23
194,-24.505925,-100.77324,Delhi,Delhi,20-05-2025 11.51
195,-88.511576,-122.776382,Bangalore,Karnataka,26-05-2024 18.50
196,-31.25528,-85.571559,Hyderabad,Telangana,21-07-2025 9.43
197,49.038225,69.403322,Chennai,Tamil Nadu,22-10-2022 8.31
198,59.6274795,-46.212696,Kolkata,West Bengal,09-02-2023 20.49
199,32.5305395,-108.414116,Pune,Maharashtra,27-07-2024 3.24
200,89.201532,105.149257,Ahmedabad,Gujarat,20-12-2024 14.29
201,69.840514,-9.651958,Mumbai,Maharashtra,22-06-2024 20.35
202,74.457605,91.000712,Delhi,Delhi,29-05-2024 6.17
203,57.0682575,59.398044,Bangalore,Karnataka,09-04-2023 14.05
204,37.4194485,61.629363,Hyderabad,Telangana,11-09-2023 23.36
205,-23.632089,162.341877,Chennai,Tamil Nadu,10-10-2023 3.10
206,49.935353,80.166043,Kolkata,West Bengal,04-04-2025 23.07
207,-25.7779265,-32.576619,Pune,Maharashtra,18-06-2024 15.53
208,-69.200721,-26.600866,Ahmedabad,Gujarat,04-08-2023 14.48
209,-17.0620305,0.306775,Mumbai,Maharashtra,14-12-2023 23.53
210,54.996008,-136.740199,Delhi,Delhi,08-03-2023 7.12
211,-49.511703,-55.842437,Bangalore,Karnataka,22-03-2024 8.50
212,-48.98165,-65.134923,Hyderabad,Telangana,13-11-2022 2.52
213,21.365253,38.828247,Chennai,Tamil Nadu,01-01-2024 8.24
214,55.6560695,70.141207,Kolkata,West Bengal,12-05-2024 5.26
215,-73.2856745,-68.956633,Pune,Maharashtra,19-05-2024 0.20
216,14.5493845,133.575246,Ahmedabad,Gujarat,20-07-2025 19.13
217,-84.756932,129.071403,Mumbai,Maharashtra,18-03-2024 5.53
218,38.038272,-176.834568,Delhi,Delhi,02-02-2024 18.46
219,-9.8417765,29.372487,Bangalore,Karnataka,17-05-2024 6.29
220,54.4774825,113.202548,Hyderabad,Telangana,27-02-2025 11.08
221,-30.7995955,82.116207,Chennai,Tamil Nadu,12-07-2023 4.52
222,-16.734485,53.987659,Kolkata,West Bengal,28-08-2024 18.17
223,-82.2087085,28.766121,Pune,Maharashtra,09-01-2024 12.04
224,89.549395,37.065859,Ahmedabad,Gujarat,18-04-2023 17.33
225,35.4640875,-111.480352,Mumbai,Maharashtra,28-03-2025 23.40
226,53.3777215,-165.522497,Delhi,Delhi,08-04-2024 10.23
227,68.8850075,123.005638,Bangalore,Karnataka,31-05-2025 6.40
228,-82.7248485,-134.931052,Hyderabad,Telangana,29-04-2025 19.41
229,25.054864,-107.146895,Chennai,Tamil Nadu,22-07-2024 13.36
230,-41.217486,-153.003643,Kolkata,West Bengal,13-09-2023 11.34
231,11.764919,-4.253875,Pune,Maharashtra,30-06-2023 3.31
232,32.0574215,-4.525993,Ahmedabad,Gujarat,11-01-2024 15.10
233,11.770918,-30.612117,Mumbai,Maharashtra,21-05-2024 5.19
234,-22.2813775,-136.026927,Delhi,Delhi,04-08-2024 22.33
235,-84.79684,109.598399,Bangalore,Karnataka,25-10-2022 6.08
236,3.941764,-59.621644,Hyderabad,Telangana,11-05-2025 7.22
237,-71.5803965,169.908116,Chennai,Tamil Nadu,06-10-2022 21.10
238,-81.6704485,-47.240788,Kolkata,West Bengal,11-06-2023 0.57
239,-84.529281,153.577041,Pune,Maharashtra,30-03-2023 1.28
240,-25.96608,-112.23563,Ahmedabad,Gujarat,09-08-2024 23.53
241,89.706491,-118.587634,Mumbai,Maharashtra,28-12-2024 10.33
242,-31.4905885,69.663219,Delhi,Delhi,26-07-2025 22.11
243,-21.2151065,18.049088,Bangalore,Karnataka,22-04-2023 23.53
244,72.643081,146.013512,Hyderabad,Telangana,30-01-2023 6.20
245,-46.0394515,-13.012252,Chennai,Tamil Nadu,20-01-2023 6.27
246,65.339501,-166.214004,Kolkata,West Bengal,02-12-2023 22.51
247,64.564256,21.491389,Pune,Maharashtra,12-04-2024 12.36
248,-36.7612555,-139.199704,Ahmedabad,Gujarat,10-02-2025 3.15
249,78.3740985,-49.62123,Mumbai,Maharashtra,10-01-2023 15.24
250,-9.044516,142.34353,Delhi,Delhi,09-02-2023 9.30
251,61.916362,-157.951177,Bangalore,Karnataka,26-01-2024 16.56
252,53.0077135,49.983693,Hyderabad,Telangana,28-05-2025 23.33
253,9.4743635,-142.979135,Chennai,Tamil Nadu,29-09-2024 7.50
254,83.8235685,3.197093,Kolkata,West Bengal,24-08-2022 23.57
255,22.7586595,83.175037,Pune,Maharashtra,16-01-2023 7.01
256,26.373051,14.448221,Ahmedabad,Gujarat,18-04-2025 16.34
257,33.410341,-97.863503,Mumbai,Maharashtra,11-06-2024 20.23
258,-42.7185955,100.11065,Delhi,Delhi,11-05-2025 19.03
259,-17.50031,150.665424,Bangalore,Karnataka,18-11-2024 8.47
260,39.7878735,69.577207,Hyderabad,Telangana,11-06-2024 23.38
261,69.0411945,-35.906242,Chennai,Tamil Nadu,19-12-2023 0.38
262,-24.1003935,-133.473212,Kolkata,West Bengal,12-10-2023 15.26
263,31.0112405,-49.076815,Pune,Maharashtra,27-07-2024 5.50
264,62.967849,147.669338,Ahmedabad,Gujarat,08-06-2025 8.07
265,11.7341665,0.601562,Mumbai,Maharashtra,18-09-2022 22.15
266,42.68939,-5.509348,Delhi,Delhi,14-05-2023 19.43
267,40.8756895,-66.119024,Bangalore,Karnataka,07-02-2024 13.05
268,-20.6490525,2.718024,Hyderabad,Telangana,13-10-2023 18.40
269,70.0291405,-31.679438,Chennai,Tamil Nadu,15-12-2024 17.38
270,-87.2750815,97.362143,Kolkata,West Bengal,29-05-2023 3.21
271,-67.018446,-50.422958,Pune,Maharashtra,27-04-2024 16.59
272,41.1516175,118.057956,Ahmedabad,Gujarat,13-08-2023 16.10
273,37.8002705,166.766476,Mumbai,Maharashtra,05-09-2024 19.23
274,30.3059385,-170.742594,Delhi,Delhi,27-12-2022 21.31
275,-11.016738,-61.031337,Bangalore,Karnataka,24-04-2024 13.25
276,-24.688268,-15.606889,Hyderabad,Telangana,01-06-2025 18.28
277,66.1101395,18.116346,Chennai,Tamil Nadu,09-08-2024 12.40
278,58.571764,105.036542,Kolkata,West Bengal,21-01-2024 8.27
279,24.2203095,115.487561,Pune,Maharashtra,01-01-2024 5.02
280,4.4384185,63.602634,Ahmedabad,Gujarat,30-09-2023 4.44
281,-7.691518,-45.028679,Mumbai,Maharashtra,29-07-2023 11.19
282,-57.611684,-76.607096,Delhi,Delhi,08-12-2023 12.43
283,-57.9072685,107.689772,Bangalore,Karnataka,12-07-2025 11.24
284,-40.2992165,-77.167223,Hyderabad,Telangana,07-07-2023 11.39
285,39.976068,-31.555393,Chennai,Tamil Nadu,06-02-2025 5.38
286,50.831137,140.399589,Kolkata,West Bengal,18-10-2023 23.12
287,-63.0152285,-75.783917,Pune,Maharashtra,08-11-2023 13.07
288,-28.9354525,13.746548,Ahmedabad,Gujarat,11-05-2023 2.18
289,-8.8606605,-172.404156,Mumbai,Maharashtra,12-11-2024 2.15
290,-56.0206455,-32.730225,Delhi,Delhi,15-10-2022 1.11
291,-75.363284,117.082332,Bangalore,Karnataka,02-11-2023 3.53
292,-56.102108,162.453662,Hyderabad,Telangana,05-09-2024 21.32
293,-62.4618395,-173.415064,Chennai,Tamil Nadu,13-01-2025 2.54
294,-13.673243,72.005564,Kolkata,West Bengal,18-08-2024 0.00
295,28.2374435,2.915107,Pune,Maharashtra,18-05-2023 17.49
296,-76.2086665,-44.4517,Ahmedabad,Gujarat,16-08-2024 11.17
297,-59.3749675,-144.919012,Mumbai,Maharashtra,18-04-2024 19.42
298,42.002213,-140.227438,Delhi,Delhi,17-01-2025 17.09
299,78.9655445,-151.218848,Bangalore,Karnataka,29-03-2023 1.02
300,-49.9500795,122.172204,Hyderabad,Telangana,20-11-2023 8.03
301,-67.134426,-46.753496,Chennai,Tamil Nadu,05-02-2023 8.26
302,59.8065885,43.431725,Kolkata,West Bengal,04-03-2025 5.24
303,70.0215815,152.010824,Pune,Maharashtra,21-07-2023 22.28
304,50.2769965,24.213899,Ahmedabad,Gujarat,05-07-2024 4.38
305,28.8420145,-20.359755,Mumbai,Maharashtra,04-02-2025 14.03
306,25.113132,-16.050232,Delhi,Delhi,04-01-2025 16.17
307,76.7057525,-147.664102,Bangalore,Karnataka,09-03-2025 8.56
308,-63.362192,-68.444719,Hyderabad,Telangana,03-04-2025 1.08
309,-33.353355,-37.919194,Chennai,Tamil Nadu,27-05-2025 6.47
310,-68.206405,-95.680616,Kolkata,West Bengal,12-08-2023 23.04
311,-43.3422805,116.34858,Pune,Maharashtra,29-11-2022 22.52
312,-47.9810945,-178.563481,Ahmedabad,Gujarat,30-04-2024 22.53
313,30.9311665,138.799956,Mumbai,Maharashtra,04-08-2024 7.51
314,-11.815679,-162.476609,Delhi,Delhi,30-07-2023 22.18
315,-12.662434,-28.21673,Bangalore,Karnataka,01-08-2025 9.31
316,31.878106,-141.785658,Hyderabad,Telangana,08-07-2025 3.49
317,-27.340776,-37.968318,Chennai,Tamil Nadu,02-04-2025 8.06
318,68.3204365,174.96994,Kolkata,West Bengal,08-06-2023 15.29
319,24.1223735,-118.379944,Pune,Maharashtra,28-11-2024 7.00
320,-29.653174,167.696244,Ahmedabad,Gujarat,24-03-2023 18.58
321,-18.6948265,-103.637475,Mumbai,Maharashtra,24-11-2022 6.36
322,-73.9910355,-90.920883,Delhi,Delhi,26-11-2023 4.51
323,69.7309165,125.590705,Bangalore,Karnataka,27-10-2023 16.26
324,27.884357,-113.23814,Hyderabad,Telangana,02-08-2024 10.34
325,-8.371144,36.095115,Chennai,Tamil Nadu,02-10-2023 6.19
326,44.3444775,109.900395,Kolkata,West Bengal,10-09-2024 10.16
327,27.5100015,-136.813109,Pune,Maharashtra,19-02-2025 8.40
328,-79.2999525,51.943623,Ahmedabad,Gujarat,19-12-2023 1.16
329,72.0581475,-45.584755,Mumbai,Maharashtra,14-09-2022 12.33
330,-65.4846255,-57.097141,Delhi,Delhi,17-06-2025 19.54
331,64.4038345,135.209223,Bangalore,Karnataka,06-09-2022 13.41
332,-17.6536855,129.370245,Hyderabad,Telangana,06-10-2022 20.11
333,-42.9725965,72.598205,Chennai,Tamil Nadu,19-10-2024 12.37
334,84.8882475,57.4201,Kolkata,West Bengal,11-10-2023 10.40
335,-41.2818795,134.246448,Pune,Maharashtra,12-06-2024 11.13
336,80.398724,83.993279,Ahmedabad,Gujarat,25-12-2022 2.00
337,36.167455,6.81017,Mumbai,Maharashtra,30-04-2024 16.34
338,-0.5282085,-7.633161,Delhi,Delhi,11-06-2025 8.38
339,-61.921684,-93.657814,Bangalore,Karnataka,30-12-2023 16.13
340,20.5001375,86.002906,Hyderabad,Telangana,27-10-2023 1.47
341,87.8609135,34.991164,Chennai,Tamil Nadu,06-12-2024 21.20
342,-80.1491885,64.182802,Kolkata,West Bengal,20-12-2022 3.21
343,-5.572444,-44.4944,Pune,Maharashtra,20-12-2023 12.46
344,-58.882533,36.989831,Ahmedabad,Gujarat,12-10-2024 17.47
345,-89.6910135,173.078729,Mumbai,Maharashtra,25-11-2024 5.36
346,34.0108315,41.860602,Delhi,Delhi,28-10-2022 13.07
347,-39.646195,98.335031,Bangalore,Karnataka,18-02-2024 8.21
348,77.1370065,87.626444,Hyderabad,Telangana,02-04-2025 21.10
349,28.6594645,-152.291137,Chennai,Tamil Nadu,17-06-2023 13.27
350,-18.3126365,114.86005,Kolkata,West Bengal,24-02-2023 20.46
351,-12.6827645,55.211784,Pune,Maharashtra,25-07-2025 0.53
352,40.1138325,-114.809866,Ahmedabad,Gujarat,19-09-2022 4.34
353,79.120316,146.885486,Mumbai,Maharashtra,12-08-2023 1.54
354,-47.485685,-13.167289,Delhi,Delhi,08-12-2024 1.01
355,-86.329289,116.487718,Bangalore,Karnataka,30-04-2024 3.14
356,-64.9793445,-59.364756,Hyderabad,Telangana,28-01-2023 14.23
357,33.8689745,-116.935844,Chennai,Tamil Nadu,07-05-2025 12.37
358,-48.6686915,87.563311,Kolkata,West Bengal,01-11-2023 17.38
359,46.599291,-33.206128,Pune,Maharashtra,11-05-2024 18.51
360,39.5199935,73.521065,Ahmedabad,Gujarat,18-08-2023 23.11
361,32.617684,115.958184,Mumbai,Maharashtra,18-03-2023 0.53
362,12.9680875,-77.666838,Delhi,Delhi,21-02-2025 10.40
363,46.429875,-106.712642,Bangalore,Karnataka,21-11-2022 18.57
364,-15.8454025,42.770516,Hyderabad,Telangana,15-01-2024 7.43
365,46.294795,-36.562771,Chennai,Tamil Nadu,09-08-2022 7.53
366,-14.0759885,-19.714049,Kolkata,West Bengal,02-02-2025 2.52
367,65.6719965,174.302994,Pune,Maharashtra,03-09-2024 23.21
368,-50.111722,59.738307,Ahmedabad,Gujarat,18-11-2024 23.59
369,40.014401,5.287007,Mumbai,Maharashtra,03-01-2024 18.30
370,58.1542035,111.751795,Delhi,Delhi,13-03-2024 7.39
371,32.230639,-7.247101,Bangalore,Karnataka,25-05-2023 9.43
372,-25.896125,126.981523,Hyderabad,Telangana,22-03-2024 6.26
373,-27.30356,40.533202,Chennai,Tamil Nadu,12-10-2022 3.32
374,-4.5901925,73.927189,Kolkata,West Bengal,04-08-2025 21.03
375,12.335957,27.27445,Pune,Maharashtra,01-06-2025 8.21
376,85.0250175,-98.339079,Ahmedabad,Gujarat,12-09-2024 19.26
377,-80.062623,-112.222051,Mumbai,Maharashtra,23-09-2024 15.01
378,68.4253525,-1.761702,Delhi,Delhi,08-01-2023 6.06
379,28.1937985,-126.46769,Bangalore,Karnataka,30-10-2024 9.07
